jobID,appName,start,end,duration (s)
0.0,rodinia_dwt2d,1537464924.525702,1537464929.903125,5.377423048019409
1.0,poly_syr2k,1537464924.526536,1537465005.757615,81.2310791015625
2.0,rodinia_lavaMD,1537464924.528319,1537464929.895983,5.367664098739624
3.0,shoc_lev1md5hash,1537464924.531525,1537464929.910097,5.3785719871521
4.0,rodinia_gaussian,1537464924.532113,1537464929.881456,5.3493428230285645
5.0,parboil_bfs,1537464924.534711,1537464930.133046,5.598335027694702
6.0,shoc_lev1BFS,1537464924.536706,1537464930.660859,6.124153137207031
7.0,cudasdk_simpleCUFFTcallback,1537464924.54013,1537464930.93157,6.391440153121948
8.0,cudasdk_concurrentKernels,1537464924.540906,1537464929.901277,5.360371112823486
9.0,rodinia_needle,1537464924.542961,1537464930.076307,5.533346176147461
10.0,cudasdk_boxFilterNPP,1537464924.545104,1537464929.972777,5.427672863006592
11.0,cudasdk_dwtHaar1D,1537464924.548877,1537464929.908607,5.359730005264282
12.0,parboil_sgemm,1537464924.549464,1537464929.928313,5.378849029541016
13.0,shoc_lev1reduction,1537464929.885371,1537464935.033614,5.148242950439453
14.0,cudasdk_interval,1537464929.901636,1537464936.2406,6.338964223861694
15.0,cudasdk_vectorAdd,1537464929.905709,1537464934.502773,4.597064018249512
16.0,rodinia_lud,1537464929.909299,1537464934.796835,4.88753604888916
17.0,poly_3dconv,1537464929.914328,1537464936.106527,6.192198991775513
18.0,cudasdk_simpleCUBLAS,1537464929.919344,1537464935.422678,5.503334045410156
19.0,cudasdk_lineOfSight,1537464929.932616,1537464935.033265,5.100649118423462
20.0,shoc_lev1GEMM,1537464929.976557,1537464935.463802,5.487245082855225
21.0,shoc_lev1fft,1537464930.080137,1537464935.129635,5.049498081207275
22.0,lonestar_mst,1537464930.136114,1537464935.133086,4.99697208404541
23.0,cudasdk_matrixMul,1537464930.663534,1537464935.435838,4.772304058074951
24.0,parboil_cutcp,1537464930.934499,1537464935.900512,4.966012954711914
25.0,cudasdk_MCEstimatePiQ,1537464934.514087,1537464938.790288,4.276201009750366
26.0,cudasdk_quasirandomGenerator,1537464934.800187,1537464939.710067,4.909879922866821
27.0,cudasdk_c++11Cuda,1537464935.04023,1537464939.576587,4.5363569259643555
28.0,parboil_stencil,1537464935.058629,1537464939.369769,4.311140060424805
29.0,cudasdk_eigenvalues,1537464935.133096,1537464940.602174,5.469078063964844
30.0,rodinia_hotspot,1537464935.13631,1537464939.707308,4.570997953414917
31.0,cudasdk_dct8x8,1537464935.425812,1537464940.393335,4.967523097991943
32.0,cudasdk_stereoDisparity,1537464935.439064,1537464975.79792,40.358855962753296
33.0,cudasdk_threadFenceReduction,1537464935.466794,1537464940.285323,4.818528890609741
34.0,cudasdk_batchCUBLAS,1537464935.903277,1537464941.048833,5.1455559730529785
35.0,shoc_lev1sort,1537464936.109537,1537464940.744752,4.6352150440216064
36.0,parboil_mriq,1537464936.243227,1537464940.695846,4.4526190757751465
37.0,cudasdk_transpose,1537464938.793632,1537464942.938829,4.145196914672852
38.0,cudasdk_scalarProd,1537464939.373132,1537464943.404493,4.031361103057861
39.0,rodinia_pathfinder,1537464939.584562,1537464943.977767,4.393204927444458
40.0,cudasdk_dxtc,1537464939.724232,1537464943.943748,4.219516038894653
41.0,cudasdk_SobolQRNG,1537464939.722766,1537464944.1523,4.429533958435059
42.0,cudasdk_MCEstimatePiP,1537464940.288881,1537464944.466541,4.17765998840332
43.0,poly_gemm,1537464940.396287,1537464945.492854,5.096567153930664
44.0,cudasdk_sortingNetworks,1537464940.604823,1537464952.341526,11.736702919006348
45.0,cudasdk_shflscan,1537464940.700039,1537464944.904038,4.203999042510986
46.0,rodinia_backprop,1537464940.747432,1537464944.912352,4.164920091629028
47.0,cudasdk_radixSortThrust,1537464941.052025,1537464950.370177,9.318151950836182
48.0,cudasdk_binomialOptions,1537464942.942607,1537464979.23623,36.293622970581055
49.0,poly_3mm,1537464943.407759,1537464953.163731,9.755972146987915
50.0,rodinia_b+tree,1537464943.946323,1537464950.358549,6.41222620010376
51.0,cudasdk_convolutionTexture,1537464943.981421,1537464949.642995,5.661574125289917
52.0,cudasdk_scan,1537464944.156947,1537464951.7074,7.550453186035156
53.0,cudasdk_segmentationTreeThrust,1537464944.469609,1537464954.984226,10.514616966247559
54.0,cudasdk_convolutionFFT2D,1537464944.907317,1537464957.02603,12.118713140487671
55.0,lonestar_sssp,1537464944.916476,1537464952.341925,7.425448894500732
56.0,cudasdk_mergeSort,1537464945.495711,1537464950.379825,4.884114027023315
57.0,cudasdk_convolutionSeparable,1537464949.667755,1537464954.993623,5.325868129730225
58.0,poly_fdtd2d,1537464950.373485,1537464998.763242,48.38975691795349
59.0,cudasdk_BlackScholes,1537464950.393617,1537464954.229347,3.8357300758361816
60.0,cudasdk_reduction,1537464950.39446,1537464954.737062,4.342602014541626
61.0,poly_bicg,1537464951.725537,1537464954.667203,2.9416658878326416
62.0,poly_mvt,1537464952.357531,1537464956.013675,3.6561439037323
63.0,poly_atax,1537464952.363543,1537464955.75292,3.3893768787384033
64.0,rodinia_hybridsort,1537464953.178325,1537464956.534456,3.356131076812744
65.0,cudasdk_fastWalshTransform,1537464954.245518,1537464962.507801,8.262283086776733
66.0,lonestar_dmr,1537464954.669782,1537464967.367993,12.698211193084717
67.0,poly_2dconv,1537464954.765579,1537464959.750573,4.984993934631348
68.0,cudasdk_MCEstimatePiInlineQ,1537464955.000979,1537464958.15263,3.15165114402771
69.0,lonestar_bh,1537464955.009604,1537464960.157899,5.148294925689697
