jobID,appName,start,end,duration (s)
0.0,cudasdk_convolutionSeparable,1538508813.54365,1538508820.302161,6.758511066436768
1.0,cudasdk_SobolQRNG,1538508813.54448,1538508817.725036,4.180555820465088
2.0,parboil_stencil,1538508813.545684,1538508817.729607,4.183923006057739
3.0,poly_correlation,1538508813.546861,1538508875.488978,61.9421169757843
4.0,cudasdk_MCSingleAsianOptionP,1538508813.549282,1538508817.690669,4.141386985778809
5.0,cudasdk_c++11Cuda,1538508813.552358,1538508818.587133,5.034775018692017
6.0,cudasdk_radixSortThrust,1538508813.554493,1538508822.360318,8.805824995040894
7.0,poly_mvt,1538508813.552324,1538508819.086994,5.534669876098633
8.0,cudasdk_mergeSort,1538508813.559206,1538508818.806224,5.247018098831177
9.0,parboil_cutcp,1538508813.556344,1538508817.745071,4.188726902008057
10.0,poly_bicg,1538508813.558802,1538508818.756631,5.197829008102417
11.0,cudasdk_MCEstimatePiP,1538508817.696142,1538508820.808064,3.111922025680542
12.0,cudasdk_scalarProd,1538508817.735442,1538508820.829036,3.0935940742492676
13.0,shoc_lev1GEMM,1538508817.736237,1538508821.671582,3.935344934463501
14.0,parboil_sgemm,1538508817.761576,1538508820.873694,3.1121180057525635
15.0,poly_3dconv,1538508818.590536,1538508823.573596,4.983059883117676
16.0,cudasdk_dxtc,1538508818.75923,1538508822.581249,3.822019100189209
17.0,poly_2dconv,1538508818.809199,1538508823.86232,5.053120851516724
18.0,cudasdk_MCEstimatePiInlineP,1538508819.092152,1538508822.793153,3.701000928878784
19.0,shoc_lev1md5hash,1538508820.304842,1538508823.839925,3.535083055496216
20.0,cudasdk_batchCUBLAS,1538508820.811753,1538508825.395181,4.583427906036377
21.0,cudasdk_eigenvalues,1538508820.832718,1538508825.762593,4.929875135421753
22.0,lonestar_sssp,1538508820.876994,1538508826.91958,6.042586088180542
23.0,cudasdk_concurrentKernels,1538508821.674564,1538508824.950212,3.2756481170654297
24.0,rodinia_hotspot,1538508822.363719,1538508826.034117,3.670397996902466
25.0,cudasdk_quasirandomGenerator,1538508822.584138,1538508826.599979,4.015841007232666
26.0,cudasdk_MCEstimatePiInlineQ,1538508822.796058,1538508825.855298,3.0592401027679443
27.0,poly_atax,1538508823.576482,1538508826.998294,3.421812057495117
28.0,rodinia_hybridsort,1538508823.842673,1538508827.493294,3.650620937347412
29.0,parboil_lbm,1538508823.866539,1538508830.431453,6.564913988113403
30.0,lonestar_bh,1538508824.952771,1538508830.050179,5.097408056259155
31.0,poly_syrk,1538508825.415611,1538508834.535085,9.119473934173584
32.0,rodinia_gaussian,1538508825.766229,1538508829.369726,3.60349702835083
33.0,cudasdk_MCEstimatePiQ,1538508825.858481,1538508829.544705,3.6862239837646484
34.0,poly_3mm,1538508826.037635,1538508832.722298,6.684662818908691
35.0,cudasdk_convolutionTexture,1538508826.603272,1538508831.175442,4.57217001914978
36.0,poly_fdtd2d,1538508826.922098,1538508880.763483,53.84138512611389
37.0,rodinia_lavaMD,1538508827.001697,1538508830.525732,3.5240349769592285
38.0,rodinia_pathfinder,1538508827.49589,1538508830.92836,3.4324700832366943
39.0,cudasdk_boxFilterNPP,1538508829.379182,1538508831.853355,2.474172830581665
40.0,cudasdk_matrixMul,1538508829.547897,1538508832.01136,2.4634628295898438
41.0,cudasdk_simpleCUFFTcallback,1538508830.072576,1538508833.329407,3.256830930709839
42.0,shoc_lev1BFS,1538508830.441615,1538508833.358115,2.9164998531341553
43.0,rodinia_lud,1538508830.541627,1538508833.362786,2.8211591243743896
44.0,cudasdk_vectorAdd,1538508830.931998,1538508833.811065,2.8790669441223145
45.0,cudasdk_sortingNetworks,1538508831.17833,1538508840.205662,9.027332067489624
46.0,cudasdk_reduction,1538508831.856588,1538508837.263579,5.406991004943848
47.0,cudasdk_scan,1538508832.025816,1538508837.509566,5.483750104904175
48.0,shoc_lev1sort,1538508832.72627,1538508836.067225,3.3409550189971924
49.0,parboil_bfs,1538508833.333137,1538508837.007825,3.6746878623962402
50.0,shoc_lev1reduction,1538508833.362036,1538508837.008175,3.646138906478882
51.0,rodinia_heartwall,1538508833.367687,1538508837.119418,3.7517309188842773
52.0,rodinia_dwt2d,1538508833.81401,1538508837.179286,3.3652760982513428
53.0,cudasdk_dct8x8,1538508834.537797,1538508838.071431,3.5336339473724365
54.0,rodinia_needle,1538508836.071801,1538508838.825176,2.7533750534057617
55.0,cudasdk_stereoDisparity,1538508837.015582,1538508873.30311,36.28752779960632
56.0,shoc_lev1fft,1538508837.015083,1538508840.026018,3.010934829711914
57.0,cudasdk_lineOfSight,1538508837.122513,1538508840.169699,3.0471858978271484
58.0,cudasdk_transpose,1538508837.182966,1538508840.495747,3.3127810955047607
59.0,cudasdk_convolutionFFT2D,1538508837.266502,1538508848.195785,10.929283142089844
60.0,poly_covariance,1538508837.512521,1538508891.354184,53.841662883758545
61.0,cudasdk_FDTD3d,1538508838.074571,1538508863.599616,25.525045156478882
62.0,poly_gesummv,1538508838.827921,1538508842.231334,3.4034130573272705
63.0,lonestar_dmr,1538508840.041122,1538508852.348866,12.307744026184082
64.0,cudasdk_simpleCUBLAS,1538508840.180717,1538508843.181335,3.0006179809570312
65.0,cudasdk_BlackScholes,1538508840.20932,1538508843.90307,3.6937499046325684
66.0,parboil_mriq,1538508840.508648,1538508842.406331,1.8976831436157227
67.0,cudasdk_shflscan,1538508842.257643,1538508844.035155,1.7775120735168457
68.0,rodinia_b+tree,1538508842.429594,1538508846.40722,3.977625846862793
69.0,rodinia_backprop,1538508843.197708,1538508844.701983,1.5042750835418701
