timestamp, utilization.gpu [%]
2018/10/11 15:00:38.494, 0 %
2018/10/11 15:00:38.496, 0 %
2018/10/11 15:00:38.498, 0 %
2018/10/11 15:00:38.500, 0 %
2018/10/11 15:00:38.501, 0 %
2018/10/11 15:00:38.503, 0 %
2018/10/11 15:00:38.506, 0 %
2018/10/11 15:00:38.508, 0 %
2018/10/11 15:00:38.510, 0 %
2018/10/11 15:00:38.512, 0 %
2018/10/11 15:00:38.514, 0 %
2018/10/11 15:00:38.516, 0 %
2018/10/11 15:00:39.519, 0 %
2018/10/11 15:00:39.520, 0 %
2018/10/11 15:00:39.520, 0 %
2018/10/11 15:00:39.521, 0 %
2018/10/11 15:00:39.521, 0 %
2018/10/11 15:00:39.522, 0 %
2018/10/11 15:00:39.522, 0 %
2018/10/11 15:00:39.523, 0 %
2018/10/11 15:00:39.523, 0 %
2018/10/11 15:00:39.524, 0 %
2018/10/11 15:00:39.524, 0 %
2018/10/11 15:00:39.524, 0 %
2018/10/11 15:00:40.525, 0 %
2018/10/11 15:00:40.526, 0 %
2018/10/11 15:00:40.530, 0 %
2018/10/11 15:00:40.531, 0 %
2018/10/11 15:00:40.533, 0 %
2018/10/11 15:00:40.535, 0 %
2018/10/11 15:00:40.537, 0 %
2018/10/11 15:00:40.539, 0 %
2018/10/11 15:00:40.541, 0 %
2018/10/11 15:00:40.542, 0 %
2018/10/11 15:00:40.543, 0 %
2018/10/11 15:00:40.545, 0 %
2018/10/11 15:00:41.546, 0 %
2018/10/11 15:00:41.547, 0 %
2018/10/11 15:00:41.550, 0 %
2018/10/11 15:00:41.552, 0 %
2018/10/11 15:00:41.555, 0 %
2018/10/11 15:00:41.556, 0 %
2018/10/11 15:00:41.557, 0 %
2018/10/11 15:00:41.558, 0 %
2018/10/11 15:00:41.559, 0 %
2018/10/11 15:00:41.562, 0 %
2018/10/11 15:00:41.563, 0 %
2018/10/11 15:00:41.564, 0 %
2018/10/11 15:00:42.566, 0 %
2018/10/11 15:00:42.566, 0 %
2018/10/11 15:00:42.567, 0 %
2018/10/11 15:00:42.568, 0 %
2018/10/11 15:00:42.569, 0 %
2018/10/11 15:00:42.570, 0 %
2018/10/11 15:00:42.571, 100 %
2018/10/11 15:00:42.572, 0 %
2018/10/11 15:00:42.573, 0 %
2018/10/11 15:00:42.575, 0 %
2018/10/11 15:00:42.575, 0 %
2018/10/11 15:00:42.576, 0 %
2018/10/11 15:00:43.577, 0 %
2018/10/11 15:00:43.577, 0 %
2018/10/11 15:00:43.578, 0 %
2018/10/11 15:00:43.578, 0 %
2018/10/11 15:00:43.578, 0 %
2018/10/11 15:00:43.579, 0 %
2018/10/11 15:00:43.579, 96 %
2018/10/11 15:00:43.579, 0 %
2018/10/11 15:00:43.581, 0 %
2018/10/11 15:00:43.582, 0 %
2018/10/11 15:00:43.582, 0 %
2018/10/11 15:00:43.582, 0 %
2018/10/11 15:00:44.583, 0 %
2018/10/11 15:00:44.583, 0 %
2018/10/11 15:00:44.583, 0 %
2018/10/11 15:00:44.583, 0 %
2018/10/11 15:00:44.584, 0 %
2018/10/11 15:00:44.584, 0 %
2018/10/11 15:00:44.584, 100 %
2018/10/11 15:00:44.585, 0 %
2018/10/11 15:00:44.585, 0 %
2018/10/11 15:00:44.586, 0 %
2018/10/11 15:00:44.586, 0 %
2018/10/11 15:00:44.586, 0 %
2018/10/11 15:00:45.587, 0 %
2018/10/11 15:00:45.587, 0 %
2018/10/11 15:00:45.587, 0 %
2018/10/11 15:00:45.587, 0 %
2018/10/11 15:00:45.588, 0 %
2018/10/11 15:00:45.588, 0 %
2018/10/11 15:00:45.588, 0 %
2018/10/11 15:00:45.589, 0 %
2018/10/11 15:00:45.589, 0 %
2018/10/11 15:00:45.590, 0 %
2018/10/11 15:00:45.590, 0 %
2018/10/11 15:00:45.590, 0 %
2018/10/11 15:00:46.590, 0 %
2018/10/11 15:00:46.591, 0 %
2018/10/11 15:00:46.591, 0 %
2018/10/11 15:00:46.592, 0 %
2018/10/11 15:00:46.593, 0 %
2018/10/11 15:00:46.593, 0 %
2018/10/11 15:00:46.593, 0 %
2018/10/11 15:00:46.594, 0 %
2018/10/11 15:00:46.594, 0 %
2018/10/11 15:00:46.595, 0 %
2018/10/11 15:00:46.595, 0 %
2018/10/11 15:00:46.595, 0 %
2018/10/11 15:00:47.596, 0 %
2018/10/11 15:00:47.596, 0 %
2018/10/11 15:00:47.596, 0 %
2018/10/11 15:00:47.597, 0 %
2018/10/11 15:00:47.597, 0 %
2018/10/11 15:00:47.597, 0 %
2018/10/11 15:00:47.598, 0 %
2018/10/11 15:00:47.598, 0 %
2018/10/11 15:00:47.598, 0 %
2018/10/11 15:00:47.599, 0 %
2018/10/11 15:00:47.599, 0 %
2018/10/11 15:00:47.601, 0 %
2018/10/11 15:00:48.601, 0 %
2018/10/11 15:00:48.601, 0 %
2018/10/11 15:00:48.602, 0 %
2018/10/11 15:00:48.602, 0 %
2018/10/11 15:00:48.603, 0 %
2018/10/11 15:00:48.603, 0 %
2018/10/11 15:00:48.603, 100 %
2018/10/11 15:00:48.604, 0 %
2018/10/11 15:00:48.605, 0 %
2018/10/11 15:00:48.605, 0 %
2018/10/11 15:00:48.607, 0 %
2018/10/11 15:00:48.608, 0 %
2018/10/11 15:00:49.608, 0 %
2018/10/11 15:00:49.608, 0 %
2018/10/11 15:00:49.609, 0 %
2018/10/11 15:00:49.609, 0 %
2018/10/11 15:00:49.609, 0 %
2018/10/11 15:00:49.610, 0 %
2018/10/11 15:00:49.610, 100 %
2018/10/11 15:00:49.610, 0 %
2018/10/11 15:00:49.611, 0 %
2018/10/11 15:00:49.611, 0 %
2018/10/11 15:00:49.612, 0 %
2018/10/11 15:00:49.612, 0 %
2018/10/11 15:00:50.613, 0 %
2018/10/11 15:00:50.614, 0 %
2018/10/11 15:00:50.614, 0 %
2018/10/11 15:00:50.614, 0 %
2018/10/11 15:00:50.615, 0 %
2018/10/11 15:00:50.615, 0 %
2018/10/11 15:00:50.616, 94 %
2018/10/11 15:00:50.617, 0 %
2018/10/11 15:00:50.617, 0 %
2018/10/11 15:00:50.618, 0 %
2018/10/11 15:00:50.618, 0 %
2018/10/11 15:00:50.620, 0 %
2018/10/11 15:00:51.620, 0 %
2018/10/11 15:00:51.621, 0 %
2018/10/11 15:00:51.621, 0 %
2018/10/11 15:00:51.622, 0 %
2018/10/11 15:00:51.622, 0 %
2018/10/11 15:00:51.622, 0 %
2018/10/11 15:00:51.623, 0 %
2018/10/11 15:00:51.623, 0 %
2018/10/11 15:00:51.624, 0 %
2018/10/11 15:00:51.624, 0 %
2018/10/11 15:00:51.624, 0 %
2018/10/11 15:00:51.625, 0 %
2018/10/11 15:00:52.625, 0 %
2018/10/11 15:00:52.625, 0 %
2018/10/11 15:00:52.626, 0 %
2018/10/11 15:00:52.626, 0 %
2018/10/11 15:00:52.626, 0 %
2018/10/11 15:00:52.626, 0 %
2018/10/11 15:00:52.627, 0 %
2018/10/11 15:00:52.627, 0 %
2018/10/11 15:00:52.628, 0 %
2018/10/11 15:00:52.628, 0 %
2018/10/11 15:00:52.628, 0 %
2018/10/11 15:00:52.629, 0 %
2018/10/11 15:00:53.629, 0 %
2018/10/11 15:00:53.629, 0 %
2018/10/11 15:00:53.630, 0 %
2018/10/11 15:00:53.630, 0 %
2018/10/11 15:00:53.631, 0 %
2018/10/11 15:00:53.632, 0 %
2018/10/11 15:00:53.633, 0 %
2018/10/11 15:00:53.633, 0 %
2018/10/11 15:00:53.634, 0 %
2018/10/11 15:00:53.634, 0 %
2018/10/11 15:00:53.635, 0 %
2018/10/11 15:00:53.635, 0 %
2018/10/11 15:00:54.635, 0 %
2018/10/11 15:00:54.636, 0 %
2018/10/11 15:00:54.636, 0 %
2018/10/11 15:00:54.636, 0 %
2018/10/11 15:00:54.637, 0 %
2018/10/11 15:00:54.637, 0 %
2018/10/11 15:00:54.637, 92 %
2018/10/11 15:00:54.638, 0 %
2018/10/11 15:00:54.638, 0 %
2018/10/11 15:00:54.639, 0 %
2018/10/11 15:00:54.639, 0 %
2018/10/11 15:00:54.640, 0 %
2018/10/11 15:00:55.640, 0 %
2018/10/11 15:00:55.640, 0 %
2018/10/11 15:00:55.641, 0 %
2018/10/11 15:00:55.641, 0 %
2018/10/11 15:00:55.641, 0 %
2018/10/11 15:00:55.641, 0 %
2018/10/11 15:00:55.642, 94 %
2018/10/11 15:00:55.642, 0 %
2018/10/11 15:00:55.643, 0 %
