timestamp, utilization.gpu [%]
2018/10/11 10:44:53.394, 0 %
2018/10/11 10:44:53.398, 0 %
2018/10/11 10:44:53.401, 0 %
2018/10/11 10:44:53.403, 0 %
2018/10/11 10:44:53.405, 0 %
2018/10/11 10:44:53.407, 0 %
2018/10/11 10:44:53.410, 0 %
2018/10/11 10:44:53.414, 0 %
2018/10/11 10:44:53.417, 0 %
2018/10/11 10:44:53.419, 0 %
2018/10/11 10:44:53.421, 0 %
2018/10/11 10:44:53.422, 0 %
2018/10/11 10:44:54.424, 0 %
2018/10/11 10:44:54.425, 0 %
2018/10/11 10:44:54.425, 0 %
2018/10/11 10:44:54.425, 0 %
2018/10/11 10:44:54.426, 0 %
2018/10/11 10:44:54.426, 0 %
2018/10/11 10:44:54.427, 0 %
2018/10/11 10:44:54.427, 0 %
2018/10/11 10:44:54.428, 0 %
2018/10/11 10:44:54.428, 0 %
2018/10/11 10:44:54.429, 0 %
2018/10/11 10:44:54.429, 0 %
2018/10/11 10:44:55.430, 0 %
2018/10/11 10:44:55.430, 0 %
2018/10/11 10:44:55.431, 0 %
2018/10/11 10:44:55.432, 0 %
2018/10/11 10:44:55.433, 0 %
2018/10/11 10:44:55.433, 0 %
2018/10/11 10:44:55.434, 0 %
2018/10/11 10:44:55.435, 0 %
2018/10/11 10:44:55.435, 0 %
2018/10/11 10:44:55.436, 0 %
2018/10/11 10:44:55.438, 0 %
2018/10/11 10:44:55.440, 0 %
2018/10/11 10:44:56.442, 0 %
2018/10/11 10:44:56.442, 0 %
2018/10/11 10:44:56.442, 0 %
2018/10/11 10:44:56.442, 0 %
2018/10/11 10:44:56.443, 0 %
2018/10/11 10:44:56.443, 0 %
2018/10/11 10:44:56.443, 100 %
2018/10/11 10:44:56.444, 0 %
2018/10/11 10:44:56.444, 0 %
2018/10/11 10:44:56.444, 0 %
2018/10/11 10:44:56.445, 0 %
2018/10/11 10:44:56.445, 0 %
2018/10/11 10:44:57.445, 0 %
2018/10/11 10:44:57.447, 0 %
2018/10/11 10:44:57.447, 0 %
2018/10/11 10:44:57.448, 0 %
2018/10/11 10:44:57.448, 0 %
2018/10/11 10:44:57.449, 0 %
2018/10/11 10:44:57.449, 99 %
2018/10/11 10:44:57.450, 0 %
2018/10/11 10:44:57.450, 0 %
2018/10/11 10:44:57.451, 0 %
2018/10/11 10:44:57.451, 0 %
2018/10/11 10:44:57.452, 0 %
2018/10/11 10:44:58.452, 0 %
2018/10/11 10:44:58.452, 0 %
2018/10/11 10:44:58.453, 0 %
2018/10/11 10:44:58.453, 0 %
2018/10/11 10:44:58.453, 0 %
2018/10/11 10:44:58.454, 0 %
2018/10/11 10:44:58.454, 10 %
2018/10/11 10:44:58.454, 0 %
2018/10/11 10:44:58.455, 0 %
2018/10/11 10:44:58.455, 0 %
2018/10/11 10:44:58.456, 0 %
2018/10/11 10:44:58.456, 0 %
2018/10/11 10:44:59.456, 0 %
2018/10/11 10:44:59.457, 0 %
2018/10/11 10:44:59.457, 0 %
2018/10/11 10:44:59.457, 0 %
2018/10/11 10:44:59.457, 0 %
2018/10/11 10:44:59.458, 0 %
2018/10/11 10:44:59.458, 0 %
2018/10/11 10:44:59.459, 0 %
2018/10/11 10:44:59.459, 0 %
2018/10/11 10:44:59.460, 0 %
2018/10/11 10:44:59.460, 0 %
2018/10/11 10:44:59.460, 0 %
2018/10/11 10:45:00.460, 0 %
2018/10/11 10:45:00.461, 0 %
2018/10/11 10:45:00.462, 0 %
2018/10/11 10:45:00.462, 0 %
2018/10/11 10:45:00.463, 0 %
2018/10/11 10:45:00.463, 0 %
2018/10/11 10:45:00.464, 3 %
2018/10/11 10:45:00.464, 0 %
2018/10/11 10:45:00.465, 0 %
2018/10/11 10:45:00.466, 0 %
2018/10/11 10:45:00.466, 0 %
2018/10/11 10:45:00.467, 0 %
2018/10/11 10:45:01.468, 0 %
2018/10/11 10:45:01.469, 0 %
2018/10/11 10:45:01.469, 0 %
2018/10/11 10:45:01.469, 0 %
2018/10/11 10:45:01.471, 0 %
2018/10/11 10:45:01.472, 0 %
2018/10/11 10:45:01.472, 2 %
2018/10/11 10:45:01.472, 0 %
2018/10/11 10:45:01.473, 0 %
2018/10/11 10:45:01.474, 0 %
2018/10/11 10:45:01.475, 0 %
2018/10/11 10:45:01.475, 0 %
2018/10/11 10:45:02.476, 0 %
2018/10/11 10:45:02.476, 0 %
2018/10/11 10:45:02.476, 0 %
2018/10/11 10:45:02.478, 0 %
2018/10/11 10:45:02.478, 0 %
2018/10/11 10:45:02.479, 0 %
2018/10/11 10:45:02.479, 2 %
2018/10/11 10:45:02.479, 0 %
2018/10/11 10:45:02.480, 0 %
2018/10/11 10:45:02.480, 0 %
2018/10/11 10:45:02.480, 0 %
2018/10/11 10:45:02.481, 0 %
2018/10/11 10:45:03.481, 0 %
2018/10/11 10:45:03.482, 0 %
2018/10/11 10:45:03.482, 0 %
2018/10/11 10:45:03.482, 0 %
2018/10/11 10:45:03.482, 0 %
2018/10/11 10:45:03.483, 0 %
2018/10/11 10:45:03.483, 58 %
2018/10/11 10:45:03.483, 0 %
2018/10/11 10:45:03.484, 0 %
2018/10/11 10:45:03.484, 0 %
2018/10/11 10:45:03.485, 0 %
2018/10/11 10:45:03.485, 0 %
2018/10/11 10:45:04.485, 0 %
2018/10/11 10:45:04.486, 0 %
2018/10/11 10:45:04.486, 0 %
2018/10/11 10:45:04.486, 0 %
2018/10/11 10:45:04.487, 0 %
2018/10/11 10:45:04.487, 0 %
2018/10/11 10:45:04.487, 0 %
2018/10/11 10:45:04.488, 0 %
2018/10/11 10:45:04.488, 0 %
2018/10/11 10:45:04.489, 0 %
2018/10/11 10:45:04.489, 0 %
2018/10/11 10:45:04.489, 0 %
2018/10/11 10:45:05.490, 0 %
2018/10/11 10:45:05.490, 0 %
2018/10/11 10:45:05.490, 0 %
2018/10/11 10:45:05.491, 0 %
2018/10/11 10:45:05.491, 0 %
2018/10/11 10:45:05.491, 0 %
2018/10/11 10:45:05.492, 0 %
2018/10/11 10:45:05.492, 0 %
2018/10/11 10:45:05.492, 0 %
2018/10/11 10:45:05.493, 0 %
2018/10/11 10:45:05.493, 0 %
2018/10/11 10:45:05.493, 0 %
2018/10/11 10:45:06.494, 0 %
2018/10/11 10:45:06.494, 0 %
2018/10/11 10:45:06.494, 0 %
2018/10/11 10:45:06.495, 0 %
2018/10/11 10:45:06.495, 0 %
2018/10/11 10:45:06.495, 0 %
2018/10/11 10:45:06.496, 0 %
2018/10/11 10:45:06.496, 0 %
2018/10/11 10:45:06.496, 0 %
2018/10/11 10:45:06.497, 0 %
2018/10/11 10:45:06.497, 0 %
2018/10/11 10:45:06.497, 0 %
2018/10/11 10:45:07.498, 0 %
2018/10/11 10:45:07.498, 0 %
2018/10/11 10:45:07.498, 0 %
2018/10/11 10:45:07.499, 0 %
2018/10/11 10:45:07.499, 0 %
2018/10/11 10:45:07.499, 0 %
2018/10/11 10:45:07.501, 29 %
2018/10/11 10:45:07.501, 0 %
2018/10/11 10:45:07.502, 0 %
2018/10/11 10:45:07.503, 0 %
2018/10/11 10:45:07.503, 0 %
2018/10/11 10:45:07.503, 0 %
