timestamp, utilization.gpu [%]
2018/10/11 10:30:59.254, 0 %
2018/10/11 10:30:59.257, 0 %
2018/10/11 10:30:59.259, 0 %
2018/10/11 10:30:59.260, 0 %
2018/10/11 10:30:59.262, 0 %
2018/10/11 10:30:59.264, 0 %
2018/10/11 10:30:59.267, 0 %
2018/10/11 10:30:59.270, 0 %
2018/10/11 10:30:59.273, 0 %
2018/10/11 10:30:59.275, 0 %
2018/10/11 10:30:59.278, 0 %
2018/10/11 10:30:59.280, 0 %
2018/10/11 10:31:00.282, 0 %
2018/10/11 10:31:00.282, 0 %
2018/10/11 10:31:00.282, 0 %
2018/10/11 10:31:00.283, 0 %
2018/10/11 10:31:00.283, 0 %
2018/10/11 10:31:00.283, 0 %
2018/10/11 10:31:00.284, 0 %
2018/10/11 10:31:00.284, 0 %
2018/10/11 10:31:00.284, 0 %
2018/10/11 10:31:00.285, 0 %
2018/10/11 10:31:00.286, 0 %
2018/10/11 10:31:00.286, 0 %
2018/10/11 10:31:01.286, 0 %
2018/10/11 10:31:01.287, 0 %
2018/10/11 10:31:01.288, 0 %
2018/10/11 10:31:01.288, 0 %
2018/10/11 10:31:01.289, 0 %
2018/10/11 10:31:01.290, 0 %
2018/10/11 10:31:01.291, 0 %
2018/10/11 10:31:01.291, 0 %
2018/10/11 10:31:01.292, 0 %
2018/10/11 10:31:01.293, 0 %
2018/10/11 10:31:01.295, 0 %
2018/10/11 10:31:01.296, 0 %
2018/10/11 10:31:02.297, 0 %
2018/10/11 10:31:02.297, 0 %
2018/10/11 10:31:02.297, 0 %
2018/10/11 10:31:02.298, 0 %
2018/10/11 10:31:02.298, 0 %
2018/10/11 10:31:02.298, 0 %
2018/10/11 10:31:02.299, 100 %
2018/10/11 10:31:02.299, 0 %
2018/10/11 10:31:02.300, 0 %
2018/10/11 10:31:02.300, 0 %
2018/10/11 10:31:02.300, 0 %
2018/10/11 10:31:02.301, 0 %
2018/10/11 10:31:03.301, 0 %
2018/10/11 10:31:03.301, 0 %
2018/10/11 10:31:03.302, 0 %
2018/10/11 10:31:03.302, 0 %
2018/10/11 10:31:03.302, 0 %
2018/10/11 10:31:03.303, 0 %
2018/10/11 10:31:03.303, 100 %
2018/10/11 10:31:03.304, 0 %
2018/10/11 10:31:03.304, 0 %
2018/10/11 10:31:03.304, 0 %
2018/10/11 10:31:03.305, 0 %
2018/10/11 10:31:03.305, 0 %
2018/10/11 10:31:04.306, 0 %
2018/10/11 10:31:04.306, 0 %
2018/10/11 10:31:04.307, 0 %
2018/10/11 10:31:04.307, 0 %
2018/10/11 10:31:04.307, 0 %
2018/10/11 10:31:04.308, 0 %
2018/10/11 10:31:04.309, 2 %
2018/10/11 10:31:04.309, 0 %
2018/10/11 10:31:04.310, 0 %
2018/10/11 10:31:04.310, 0 %
2018/10/11 10:31:04.311, 0 %
2018/10/11 10:31:04.311, 0 %
2018/10/11 10:31:05.312, 0 %
2018/10/11 10:31:05.313, 0 %
2018/10/11 10:31:05.313, 0 %
2018/10/11 10:31:05.314, 0 %
2018/10/11 10:31:05.315, 0 %
2018/10/11 10:31:05.316, 0 %
2018/10/11 10:31:05.317, 0 %
2018/10/11 10:31:05.318, 0 %
2018/10/11 10:31:05.319, 0 %
2018/10/11 10:31:05.319, 0 %
2018/10/11 10:31:05.320, 0 %
2018/10/11 10:31:05.321, 0 %
2018/10/11 10:31:06.323, 0 %
2018/10/11 10:31:06.324, 0 %
2018/10/11 10:31:06.325, 0 %
