timestamp, utilization.gpu [%]
2018/10/11 10:12:11.833, 0 %
2018/10/11 10:12:11.835, 0 %
2018/10/11 10:12:11.838, 0 %
2018/10/11 10:12:11.842, 0 %
2018/10/11 10:12:11.850, 0 %
2018/10/11 10:12:11.854, 0 %
2018/10/11 10:12:11.857, 0 %
2018/10/11 10:12:11.861, 0 %
2018/10/11 10:12:11.864, 0 %
2018/10/11 10:12:11.868, 0 %
2018/10/11 10:12:11.870, 0 %
2018/10/11 10:12:11.873, 0 %
2018/10/11 10:12:12.875, 0 %
2018/10/11 10:12:12.876, 0 %
2018/10/11 10:12:12.876, 0 %
2018/10/11 10:12:12.876, 0 %
2018/10/11 10:12:12.877, 0 %
2018/10/11 10:12:12.877, 0 %
2018/10/11 10:12:12.878, 0 %
2018/10/11 10:12:12.878, 0 %
2018/10/11 10:12:12.879, 0 %
2018/10/11 10:12:12.879, 0 %
2018/10/11 10:12:12.880, 0 %
2018/10/11 10:12:12.880, 0 %
2018/10/11 10:12:13.881, 0 %
2018/10/11 10:12:13.882, 0 %
2018/10/11 10:12:13.883, 0 %
2018/10/11 10:12:13.884, 0 %
2018/10/11 10:12:13.884, 0 %
2018/10/11 10:12:13.885, 0 %
2018/10/11 10:12:13.886, 0 %
2018/10/11 10:12:13.887, 0 %
2018/10/11 10:12:13.888, 0 %
2018/10/11 10:12:13.889, 0 %
2018/10/11 10:12:13.890, 0 %
2018/10/11 10:12:13.891, 0 %
2018/10/11 10:12:14.892, 0 %
2018/10/11 10:12:14.892, 0 %
2018/10/11 10:12:14.893, 0 %
2018/10/11 10:12:14.894, 0 %
2018/10/11 10:12:14.894, 0 %
2018/10/11 10:12:14.895, 0 %
2018/10/11 10:12:14.896, 11 %
2018/10/11 10:12:14.897, 0 %
2018/10/11 10:12:14.898, 0 %
2018/10/11 10:12:14.899, 0 %
2018/10/11 10:12:14.901, 0 %
2018/10/11 10:12:14.901, 0 %
2018/10/11 10:12:15.902, 0 %
2018/10/11 10:12:15.902, 0 %
2018/10/11 10:12:15.902, 0 %
2018/10/11 10:12:15.903, 0 %
2018/10/11 10:12:15.903, 0 %
2018/10/11 10:12:15.904, 0 %
2018/10/11 10:12:15.904, 100 %
2018/10/11 10:12:15.905, 0 %
2018/10/11 10:12:15.905, 0 %
2018/10/11 10:12:15.906, 0 %
2018/10/11 10:12:15.906, 0 %
2018/10/11 10:12:15.906, 0 %
2018/10/11 10:12:16.907, 0 %
2018/10/11 10:12:16.907, 0 %
2018/10/11 10:12:16.908, 0 %
2018/10/11 10:12:16.909, 0 %
2018/10/11 10:12:16.909, 0 %
2018/10/11 10:12:16.910, 0 %
2018/10/11 10:12:16.911, 63 %
2018/10/11 10:12:16.911, 0 %
2018/10/11 10:12:16.912, 0 %
2018/10/11 10:12:16.912, 0 %
