timestamp, utilization.gpu [%]
2018/10/11 10:40:30.544, 0 %
2018/10/11 10:40:30.548, 0 %
2018/10/11 10:40:30.551, 0 %
2018/10/11 10:40:30.553, 0 %
2018/10/11 10:40:30.557, 0 %
2018/10/11 10:40:30.559, 0 %
2018/10/11 10:40:30.562, 0 %
2018/10/11 10:40:30.564, 0 %
2018/10/11 10:40:30.569, 0 %
2018/10/11 10:40:30.572, 0 %
2018/10/11 10:40:30.574, 0 %
2018/10/11 10:40:30.577, 0 %
2018/10/11 10:40:31.579, 0 %
2018/10/11 10:40:31.579, 0 %
2018/10/11 10:40:31.580, 0 %
2018/10/11 10:40:31.580, 0 %
2018/10/11 10:40:31.581, 0 %
2018/10/11 10:40:31.581, 0 %
2018/10/11 10:40:31.582, 0 %
2018/10/11 10:40:31.582, 0 %
2018/10/11 10:40:31.583, 0 %
2018/10/11 10:40:31.583, 0 %
2018/10/11 10:40:31.584, 0 %
2018/10/11 10:40:31.584, 0 %
2018/10/11 10:40:32.585, 0 %
2018/10/11 10:40:32.586, 0 %
2018/10/11 10:40:32.587, 0 %
2018/10/11 10:40:32.589, 0 %
2018/10/11 10:40:32.591, 0 %
2018/10/11 10:40:32.593, 0 %
2018/10/11 10:40:32.594, 0 %
2018/10/11 10:40:32.596, 0 %
2018/10/11 10:40:32.597, 0 %
2018/10/11 10:40:32.600, 0 %
2018/10/11 10:40:32.601, 0 %
2018/10/11 10:40:32.602, 0 %
2018/10/11 10:40:33.604, 0 %
2018/10/11 10:40:33.605, 0 %
2018/10/11 10:40:33.606, 0 %
2018/10/11 10:40:33.607, 0 %
2018/10/11 10:40:33.607, 0 %
2018/10/11 10:40:33.608, 0 %
2018/10/11 10:40:33.609, 0 %
2018/10/11 10:40:33.610, 0 %
2018/10/11 10:40:33.611, 0 %
2018/10/11 10:40:33.612, 0 %
2018/10/11 10:40:33.612, 0 %
2018/10/11 10:40:33.614, 0 %
2018/10/11 10:40:34.615, 0 %
2018/10/11 10:40:34.616, 0 %
2018/10/11 10:40:34.616, 0 %
